Package Name,Resolved Version,Advisory ID,Title,CVSS Score,CVSS Type,CVSS Vector,Official Severity,Aliases,Advisory URL,Severity Rank
langsmith,0.1.68,GHSA-fw9q-39r9-c252,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,5.6,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,MODERATE,CVE-2026-40190,https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-fw9q-39r9-c252,2
langsmith,0.1.68,GHSA-rr7j-v2q5-chgv,LangSmith SDK: Streaming token events bypass output redaction,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,MODERATE,"CVE-2026-41182, PYSEC-2026-2583",https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-rr7j-v2q5-chgv,2
langsmith,0.3.87,GHSA-3644-q5cj-c5c7,LangSmith SDK: Public prompt pull deserializes untrusted manifests without trust boundary warning,7.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N,HIGH,"CVE-2026-45134, PYSEC-2026-2555, PYSEC-2026-2560, PYSEC-2026-2582",https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-3644-q5cj-c5c7,3
langsmith,0.3.87,GHSA-fw9q-39r9-c252,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,5.6,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,MODERATE,CVE-2026-40190,https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-fw9q-39r9-c252,2
langsmith,0.3.87,GHSA-rr7j-v2q5-chgv,LangSmith SDK: Streaming token events bypass output redaction,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,MODERATE,"CVE-2026-41182, PYSEC-2026-2583",https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-rr7j-v2q5-chgv,2
langsmith,0.3.87,GHSA-v34v-rq6j-cj6p,LangSmith Client SDK Affected by Server-Side Request Forgery via Tracing Header Injection,5.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,MODERATE,"CVE-2026-25528, PYSEC-2026-2584",https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-v34v-rq6j-cj6p,2
langsmith,0.4.12,GHSA-3644-q5cj-c5c7,LangSmith SDK: Public prompt pull deserializes untrusted manifests without trust boundary warning,7.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N,HIGH,"CVE-2026-45134, PYSEC-2026-2555, PYSEC-2026-2560, PYSEC-2026-2582",https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-3644-q5cj-c5c7,3
langsmith,0.4.12,GHSA-fw9q-39r9-c252,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,5.6,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,MODERATE,CVE-2026-40190,https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-fw9q-39r9-c252,2
langsmith,0.4.12,GHSA-rr7j-v2q5-chgv,LangSmith SDK: Streaming token events bypass output redaction,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,MODERATE,"CVE-2026-41182, PYSEC-2026-2583",https://github.com/langchain-ai/langsmith-sdk/security/advisories/GHSA-rr7j-v2q5-chgv,2
micromatch,3.1.10,GHSA-952p-6rrq-rcjv,Regular Expression Denial of Service (ReDoS) in micromatch,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2024-4067,https://nvd.nist.gov/vuln/detail/CVE-2024-4067,2
multer,1.4.5-lts.2,GHSA-44fp-w29j-9vj5,Multer vulnerable to Denial of Service via memory leaks from unclosed streams,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2025-47935,https://github.com/expressjs/multer/security/advisories/GHSA-44fp-w29j-9vj5,3
multer,1.4.5-lts.2,GHSA-4pg4-qvpc-4q3h,Multer vulnerable to Denial of Service from maliciously crafted requests,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2025-47944,https://github.com/expressjs/multer/security/advisories/GHSA-4pg4-qvpc-4q3h,3
multer,1.4.5-lts.2,GHSA-5528-5vmv-3xc2,Multer Vulnerable to Denial of Service via Uncontrolled Recursion,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,HIGH,CVE-2026-3520,https://github.com/expressjs/multer/security/advisories/GHSA-5528-5vmv-3xc2,3
multer,1.4.5-lts.2,GHSA-72gw-mp4g-v24j,Multer vulnerable to Denial of Service via deeply nested field names,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-5079,https://github.com/expressjs/multer/security/advisories/GHSA-72gw-mp4g-v24j,3
multer,1.4.5-lts.2,GHSA-fjgf-rc76-4x9p,Multer vulnerable to Denial of Service via unhandled exception from malformed request,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2025-7338,https://github.com/expressjs/multer/security/advisories/GHSA-fjgf-rc76-4x9p,3
multer,1.4.5-lts.2,GHSA-g5hg-p3ph-g8qg,Multer vulnerable to Denial of Service via unhandled exception,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,HIGH,CVE-2025-48997,https://github.com/expressjs/multer/security/advisories/GHSA-g5hg-p3ph-g8qg,3
multer,1.4.5-lts.2,GHSA-v52c-386h-88mc,Multer vulnerable to Denial of Service via resource exhaustion,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,HIGH,CVE-2026-2359,https://github.com/expressjs/multer/security/advisories/GHSA-v52c-386h-88mc,3
multer,1.4.5-lts.2,GHSA-xf7r-hgr6-v32p,Multer vulnerable to Denial of Service via incomplete cleanup,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,HIGH,CVE-2026-3304,https://github.com/expressjs/multer/security/advisories/GHSA-xf7r-hgr6-v32p,3
nodemailer,7.0.13,GHSA-268h-hp4c-crq3,Nodemailer: CRLF injection in Nodemailer List-* header comments allows arbitrary message header injection,5.4,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,MODERATE,,https://github.com/nodemailer/nodemailer/security/advisories/GHSA-268h-hp4c-crq3,2
nodemailer,7.0.13,GHSA-c7w3-x93f-qmm8,Nodemailer has SMTP command injection due to unsanitized `envelope.size` parameter,2.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,LOW,,https://github.com/nodemailer/nodemailer/security/advisories/GHSA-c7w3-x93f-qmm8,1
nodemailer,7.0.13,GHSA-p6gq-j5cr-w38f,"Nodemailer: Message-level raw option bypasses disableFileAccess/disableUrlAccess, enabling arbitrary file read and full-response SSRF in the delivered message",7.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,HIGH,,https://github.com/nodemailer/nodemailer/security/advisories/GHSA-p6gq-j5cr-w38f,3
nodemailer,7.0.13,GHSA-r7g4-qg5f-qqm2,Nodemailer: Improper TLS Certificate Validation in OAuth2 Token Fetch Enables Credential Interception,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N,MODERATE,,https://github.com/nodemailer/nodemailer/security/advisories/GHSA-r7g4-qg5f-qqm2,2
nodemailer,7.0.13,GHSA-vvjj-xcjg-gr5g,Nodemailer Vulnerable to SMTP Command Injection via CRLF in Transport name Option (EHLO/HELO) ,4.9,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:N,MODERATE,,https://github.com/nodemailer/nodemailer/security/advisories/GHSA-vvjj-xcjg-gr5g,2
nodemailer,7.0.13,GHSA-wqvq-jvpq-h66f,Nodemailer jsonTransport bypasses disableFileAccess and disableUrlAccess during message normalization,5.4,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,MODERATE,,https://github.com/nodemailer/nodemailer/security/advisories/GHSA-wqvq-jvpq-h66f,2
prismjs,1.27.0,GHSA-x7hr-w5r2-h6wg,PrismJS DOM Clobbering vulnerability,4.9,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:N,MODERATE,CVE-2024-53382,https://nvd.nist.gov/vuln/detail/CVE-2024-53382,2
protobufjs,6.11.6,GHSA-2pr8-phx7-x9h3,protobuf.js: Denial of service from crafted field names in generated code,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-44294,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-2pr8-phx7-x9h3,2
protobufjs,6.11.6,GHSA-66ff-xgx4-vchm,protobuf.js: Code injection through bytes field defaults in generated toObject code,7.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,HIGH,CVE-2026-44293,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-66ff-xgx4-vchm,3
protobufjs,6.11.6,GHSA-685m-2w69-288q,protobuf.js: Denial of service through unbounded protobuf recursion,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-44289,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-685m-2w69-288q,3
protobufjs,6.11.6,GHSA-75px-5xx7-5xc7,protobuf.js: Code generation gadget after prototype pollution,8.1,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,CVE-2026-44291,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-75px-5xx7-5xc7,3
protobufjs,6.11.6,GHSA-f38q-mgvj-vph7,protobufjs : Schema-derived names can shadow runtime-significant properties,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-54269,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-f38q-mgvj-vph7,2
protobufjs,6.11.6,GHSA-fx83-v9x8-x52w,protobuf.js: Prototype injection in generated message constructors,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,MODERATE,CVE-2026-44292,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-fx83-v9x8-x52w,2
protobufjs,6.11.6,GHSA-jggg-4jg4-v7c6,protobufjs: Denial of Service via unbounded recursive JSON descriptor expansion,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-45740,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-jggg-4jg4-v7c6,2
protobufjs,6.11.6,GHSA-jvwf-75h9-cwgg,protobuf.js: Process-wide denial of service through unsafe option paths,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-44290,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-jvwf-75h9-cwgg,3
protobufjs,6.11.6,GHSA-q6x5-8v7m-xcrf,protobufjs has overlong UTF-8 decoding,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,MODERATE,CVE-2026-44288,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-q6x5-8v7m-xcrf,2
protobufjs,6.11.6,GHSA-wcpc-wj8m-hjx6,protobufjs: Denial of service through unbounded Any expansion during JSON conversion,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-48712,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-wcpc-wj8m-hjx6,3
protobufjs,6.11.6,GHSA-xq3m-2v4x-88gg,Arbitrary code execution in protobufjs,9.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CRITICAL,CVE-2026-41242,https://github.com/protobufjs/protobuf.js/security/advisories/GHSA-xq3m-2v4x-88gg,4
qs,6.11.2,GHSA-6rw7-vpxm-498p,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:L,MODERATE,CVE-2025-15284,https://github.com/ljharb/qs/security/advisories/GHSA-6rw7-vpxm-498p,2
qs,6.11.2,GHSA-q8mj-m7cp-5q26,qs has a remotely triggerable DoS: qs.stringify crashes with TypeError on null/undefined entries in comma-format arrays when encodeValuesOnly is set,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,MODERATE,CVE-2026-8723,https://github.com/ljharb/qs/security/advisories/GHSA-q8mj-m7cp-5q26,2
qs,6.11.2,GHSA-w7fw-mjwx-w883,qs's arrayLimit bypass in comma parsing allows denial of service,3.7,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,LOW,CVE-2026-2391,https://github.com/ljharb/qs/security/advisories/GHSA-w7fw-mjwx-w883,1
qs,6.5.5,GHSA-6rw7-vpxm-498p,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:L,MODERATE,CVE-2025-15284,https://github.com/ljharb/qs/security/advisories/GHSA-6rw7-vpxm-498p,2
react-router,6.3.0,GHSA-9jcx-v3wj-wh4m,React Router has unexpected external redirect via untrusted paths,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,MODERATE,CVE-2025-68470,https://github.com/remix-run/react-router/security/advisories/GHSA-9jcx-v3wj-wh4m,2
request,2.88.2,GHSA-p8p7-x288-28g6,Server-Side Request Forgery in Request,6.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,MODERATE,CVE-2023-28155,https://nvd.nist.gov/vuln/detail/CVE-2023-28155,2
seroval,0.5.1,GHSA-3j22-8qj3-26mx,Seroval affected by Denial of Service via Deeply Nested Objects,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-24006,https://github.com/lxsmnsyc/seroval/security/advisories/GHSA-3j22-8qj3-26mx,3
seroval,0.5.1,GHSA-3rxj-6cgf-8cfw,seroval Affected by Remote Code Execution via JSON Deserialization,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,CVE-2026-23737,https://github.com/lxsmnsyc/seroval/security/advisories/GHSA-3rxj-6cgf-8cfw,3
seroval,0.5.1,GHSA-66fc-rw6m-c2q6,Seroval affected by Denial of Service via Array serialization,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-23957,https://github.com/lxsmnsyc/seroval/security/advisories/GHSA-66fc-rw6m-c2q6,3
seroval,0.5.1,GHSA-hj76-42vx-jwp4,seroval Affected by Prototype Pollution via JSON Deserialization,7.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGH,CVE-2026-23736,https://github.com/lxsmnsyc/seroval/security/advisories/GHSA-hj76-42vx-jwp4,3
seroval,0.5.1,GHSA-hx9m-jf43-8ffr,seroval affected by Denial of Service via RegExp serialization,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-23956,https://github.com/lxsmnsyc/seroval/security/advisories/GHSA-hx9m-jf43-8ffr,3
sharp,0.32.6,GHSA-f88m-g3jw-g9cj,"sharp inherited vulnerabilities in libvips: CVE-2026-33327, CVE-2026-33328, CVE-2026-35590, CVE-2026-35591",7.0,CVSS_V4,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:H/VA:H/SC:N/SI:N/SA:N,HIGH,,https://github.com/libvips/libvips/security/advisories/GHSA-2fcj-gj27-279x,3
showdown,2.1.0,GHSA-rmmh-p597-ppvv,Showdown vulnerable to Regular Expression Denial of Service (ReDoS) in link/anchor parsing,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2024-1899,https://nvd.nist.gov/vuln/detail/CVE-2024-1899,2
solid-js,1.7.1,GHSA-3qxh-p7jc-5xh6,Solid Lacks Escaping of HTML in JSX Fragments allows for Cross-Site Scripting (XSS),7.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGH,CVE-2025-27109,https://github.com/solidjs/solid/security/advisories/GHSA-3qxh-p7jc-5xh6,3
tar,6.2.1,GHSA-23hp-3jrh-7fpw,node-tar: Decompression/parse DoS via unlimited input,9.2,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:H,CRITICAL,CVE-2026-59873,https://github.com/isaacs/node-tar/security/advisories/GHSA-23hp-3jrh-7fpw,4
tar,6.2.1,GHSA-34x7-hfp2-rc4v,node-tar Vulnerable to Arbitrary File Creation/Overwrite via Hardlink Path Traversal,8.2,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:N,HIGH,CVE-2026-24842,https://github.com/isaacs/node-tar/security/advisories/GHSA-34x7-hfp2-rc4v,3
tar,6.2.1,GHSA-83g3-92jg-28cx,Arbitrary File Read/Write via Hardlink Target Escape Through Symlink Chain in node-tar Extraction,7.1,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,HIGH,CVE-2026-26960,https://github.com/isaacs/node-tar/security/advisories/GHSA-83g3-92jg-28cx,3
tar,6.2.1,GHSA-8qq5-rm4j-mr97,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,8.2,CVSS_V4,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:A/VC:H/VI:L/VA:N/SC:H/SI:L/SA:N,HIGH,CVE-2026-23745,https://github.com/isaacs/node-tar/security/advisories/GHSA-8qq5-rm4j-mr97,3
tar,6.2.1,GHSA-8x88-c5mf-7j5w,node-tar: Negative tar entry size causes infinite loop in archive replace,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,HIGH,CVE-2026-59874,https://github.com/isaacs/node-tar/security/advisories/GHSA-8x88-c5mf-7j5w,3
tar,6.2.1,GHSA-9ppj-qmqm-q256,node-tar Symlink Path Traversal via Drive-Relative Linkpath,8.2,CVSS_V4,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:H/SA:N,HIGH,CVE-2026-31802,https://github.com/isaacs/node-tar/security/advisories/GHSA-9ppj-qmqm-q256,3
tar,6.2.1,GHSA-gvwx-54wh-qm9j,node-tar: Uncaught Exception DoS via NUL byte in PAX path/linkpath records,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-59875,https://github.com/isaacs/node-tar/security/advisories/GHSA-gvwx-54wh-qm9j,2
tar,6.2.1,GHSA-qffp-2rhf-9h96,tar has Hardlink Path Traversal via Drive-Relative Linkpath,8.2,CVSS_V4,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:P/VC:N/VI:H/VA:L/SC:N/SI:H/SA:L,HIGH,CVE-2026-29786,https://github.com/isaacs/node-tar/security/advisories/GHSA-qffp-2rhf-9h96,3
tar,6.2.1,GHSA-r6q2-hw4h-h46w,Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS,8.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:H/A:L,HIGH,CVE-2026-23950,https://github.com/isaacs/node-tar/security/advisories/GHSA-r6q2-hw4h-h46w,3
tar,6.2.1,GHSA-vmf3-w455-68vh,"node-tar applies PAX size override to intermediary GNU long-name/long-link headers, causing tar parser interpretation differential (file smuggling)",6.9,CVSS_V4,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,MODERATE,CVE-2026-53655,https://github.com/isaacs/node-tar/security/advisories/GHSA-vmf3-w455-68vh,2
tar,6.2.1,GHSA-w8wr-v893-vjvp,node-tar: Process crash via PAX numeric path type confusion,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,MODERATE,CVE-2026-59871,https://github.com/isaacs/node-tar/security/advisories/GHSA-w8wr-v893-vjvp,2
tar-fs,3.0.4,GHSA-8cj5-5rvv-wf4v,tar-fs can extract outside the specified dir with a specific tarball,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,HIGH,CVE-2025-48387,https://github.com/google/security-research/security/advisories/GHSA-xrg4-qp5w-2c3w,3
tar-fs,3.0.4,GHSA-pq67-2wwv-3xjx,tar-fs Vulnerable to Link Following and Path Traversal via Extracting a Crafted tar File,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,CVE-2024-12905,https://nvd.nist.gov/vuln/detail/CVE-2024-12905,3
tar-fs,3.0.4,GHSA-vj76-c3g6-qr5v,tar-fs has a symlink validation bypass if destination directory is predictable with a specific tarball,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,HIGH,CVE-2025-59343,https://github.com/mafintosh/tar-fs/security/advisories/GHSA-vj76-c3g6-qr5v,3
tmp,0.0.33,GHSA-52f5-9888-hmc6,tmp allows arbitrary temporary file / directory write via symbolic link `dir` parameter,2.5,CVSS_V3,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N,LOW,CVE-2025-54798,https://github.com/raszi/node-tmp/security/advisories/GHSA-52f5-9888-hmc6,1
tmp,0.0.33,GHSA-ph9p-34f9-6g65,tmp has Path Traversal via unsanitized prefix/postfix that enables directory escape,7.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:P,HIGH,CVE-2026-44705,https://github.com/raszi/node-tmp/security/advisories/GHSA-ph9p-34f9-6g65,3
tough-cookie,2.5.0,GHSA-72xf-g2v4-qvf3,tough-cookie Prototype Pollution vulnerability,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,MODERATE,CVE-2023-26136,https://nvd.nist.gov/vuln/detail/CVE-2023-26136,2
typeorm,0.3.30,GHSA-2rp8-mm9q-fp49, TypeORM: migration:generate template-literal code injection,5.7,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,MODERATE,,https://github.com/typeorm/typeorm/security/advisories/GHSA-2rp8-mm9q-fp49,2
uuid,10.0.0,GHSA-w5hq-g745-h8pq,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,MODERATE,"CVE-2026-41907, CVE-2026-41988",https://github.com/uuidjs/uuid/security/advisories/GHSA-w5hq-g745-h8pq,2
uuid,3.4.0,GHSA-w5hq-g745-h8pq,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,MODERATE,"CVE-2026-41907, CVE-2026-41988",https://github.com/uuidjs/uuid/security/advisories/GHSA-w5hq-g745-h8pq,2
uuid,8.3.2,GHSA-w5hq-g745-h8pq,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,MODERATE,"CVE-2026-41907, CVE-2026-41988",https://github.com/uuidjs/uuid/security/advisories/GHSA-w5hq-g745-h8pq,2
uuid,9.0.1,GHSA-w5hq-g745-h8pq,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,MODERATE,"CVE-2026-41907, CVE-2026-41988",https://github.com/uuidjs/uuid/security/advisories/GHSA-w5hq-g745-h8pq,2
vite,4.5.14,GHSA-4w7w-66w2-5vf9,Vite Vulnerable to Path Traversal in Optimized Deps `.map` Handling,6.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,MODERATE,CVE-2026-39365,https://github.com/vitejs/vite/security/advisories/GHSA-4w7w-66w2-5vf9,2
vite,4.5.14,GHSA-93m4-6634-74q7,vite allows server.fs.deny bypass via backslash on Windows,6.0,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,MODERATE,CVE-2025-62522,https://github.com/vitejs/vite/security/advisories/GHSA-93m4-6634-74q7,2
vite,4.5.14,GHSA-c27g-q93r-2cwf,launch-editor vulnerable to command injection via the crafted request on Windows,7.5,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,HIGH,CVE-2024-52011,https://github.com/vitejs/launch-editor/security/advisories/GHSA-c27g-q93r-2cwf,3
vite,4.5.14,GHSA-fx2h-pf6j-xcff,vite: `server.fs.deny` bypass on Windows alternate paths,8.2,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,HIGH,CVE-2026-53571,https://github.com/vitejs/vite/security/advisories/GHSA-fx2h-pf6j-xcff,3
